rating,date,variation,verified_reviews,feedback,p_verified_reviews
5,2018-07-30,Charcoal Fabric ,"During Prime Day this 2nd gen Echo was on sale so I couldn't resist! This was the beginning to my smart home set up and I couldn't be happier to say that Alexa has done an amazing job connecting to all of my ""smart"" devices. Thanks to her, I can control my lights, smart plugs, TV, etc. I had no trouble connecting the Echo to my WiFi and my phone. The app works perfectly fine and it let's you add skills, routines, smart devices, timers, and so much more! Sound quality is good enough for me, since I am not an audiophile. Alexa can hear my voice even when watching movies at a high volume. Design is great and modern, it will definitely add a nice touch to your home and you can change the covers if you'd like as there are more for sale. Overall, this is a great addition to my home and enables so many possibilities. If you haven't yet, be sure to add Alexa to your home!",1,prime day nd gen echo sale could n't resist beginning smart home set could n't happier say alexa done amazing job connecting smart devices thanks control lights smart plugs tv etc trouble connecting echo wifi phone app works perfectly fine let 's add skills routines smart devices timers much sound quality good enough since audiophile alexa hear voice even watching movies high volume design great modern definitely add nice touch home change covers 'd like sale overall great addition home enables many possibilities n't yet sure add alexa home
5,2018-07-30,Oak Finish ,Versatile and fun !!!,1,versatile fun
5,2018-07-30,Heather Gray Fabric ,Works great! Killer speaker! My wife and son love it.,1,works great killer speaker wife son love
5,2018-07-30,Walnut Finish ,We regret waiting so long to purchase this item. We are both surprised and pleased with the sound quality.,1,regret waiting long purchase item surprised pleased sound quality
1,2018-07-30,Sandstone Fabric ,"Stopped working after 2 weeks ,didn't follow commands!? Really fun when it was working?",0,stopped working weeks n't follow commands really fun working
5,2018-07-30,Heather Gray Fabric ,so far love it working on getting more things set up love the grocery list app,1,far love working getting things set love grocery list app
4,2018-07-30,Charcoal Fabric ,"It performs pretty much as expected, but I am very disappointed it will not provide me with the terminology I need to play various kinds of music without subscribing to the Amazon music service.  I understand my music choices may be limited, but without knowing HOW TO ASK, I cannot access the music that is provided free along with my Echo purchase.  Do you have a chart showing the language I need to use?",1,performs pretty much expected disappointed provide terminology need play various kinds music without subscribing amazon music service understand music choices may limited without knowing ask access music provided free along echo purchase chart showing language need use
5,2018-07-30,Charcoal Fabric ,Easy to set up.,1,easy set
3,2018-07-30,Charcoal Fabric ,I like the product except that the speakers are not the high quality I expected,1,like product except speakers high quality expected
5,2018-07-30,Walnut Finish ,A great investment. Alexa has helped me out and made me laugh.,1,great investment alexa helped made laugh
5,2018-07-30,Heather Gray Fabric ,Yet another Exho for our home and love them all!!!,1,yet another exho home love
5,2018-07-30,Charcoal Fabric ,"I love it, I can plan any gender of music from big band to jazz, not easy to find on local radio. Sound is good and I can stop it with a voice command if I get a phone call.",1,love plan gender music big band jazz easy find local radio sound good stop voice command get phone call
5,2018-07-30,Charcoal Fabric ,Good Value,1,good value
5,2018-07-30,Heather Gray Fabric ,Super easy set up and am loving our new Echo!,1,super easy set loving new echo
5,2018-07-30,Charcoal Fabric ,Whats not to like about this speaker.  Just ask Alexa,1,whats like speaker ask alexa
5,2018-07-30,Charcoal Fabric ,BEST father's day gift. Dad joked to my mom that Alexa will be the one listening to all of his (repeated) stories going forward.,1,best father 's day gift dad joked mom alexa one listening repeated stories going forward
5,2018-07-30,Charcoal Fabric ,Great addition to our breakfast room kitchen.  Tunes and information instantly available.  Slowly learning more features.,1,great addition breakfast room kitchen tunes information instantly available slowly learning features
5,2018-07-30,Heather Gray Fabric ,Sound quality,1,sound quality
2,2018-07-30,Heather Gray Fabric ,Sad joke. Worthless.,0,sad joke worthless
5,2018-07-30,Oak Finish ,Entertainment,1,entertainment
5,2018-07-30,Heather Gray Fabric ,Very good quality,1,good quality
4,2018-07-30,Charcoal Fabric ,Works great sounds great does not miss a beat wish it had a battery for better portability,1,works great sounds great miss beat wish battery better portability
5,2018-07-30,Charcoal Fabric ,Loved it till someone stoled it. Can't afford to replace it yet but I am going too.,1,loved till someone stoled ca n't afford replace yet going
5,2018-07-29,Charcoal Fabric ,Alexa rocks,1,alexa rocks
4,2018-07-29,Charcoal Fabric ,"Got this as a gift and love it. I never would have bought one for myself, but now that I have it.... Allows me to play music on it from my amozon prime music ; that's worth it in and of itself.  Also, gives new's briefs and tells jokes.",1,got gift love never would bought one allows play music amozon prime music 's worth also gives new 's briefs tells jokes
5,2018-07-29,Charcoal Fabric ,"My mom bought a few Echo Dots and repeated ask me to take one of hers because it was so great. I told her “no” for two days. When she made me take it, 6 hours later I could not live my life without it!  It’s that amazing, so now we have four large speakers and only the small Echo Dot, that I will be returning to her. I say if you’re going to order an Alexa speaker, go big and get the Echo, otherwise tou’ll Be returning the two Echo Dots you couldn’t live without.",1,mom bought echo dots repeated ask take one great told two days made take hours later could live life without amazing four large speakers small echo dot returning say going order alexa speaker go big get echo otherwise tou returning two echo dots live without
5,2018-07-29,Heather Gray Fabric ,Love it!! Great product!!!,1,love great product
5,2018-07-29,Charcoal Fabric ,Easy set up very user friendly,1,easy set user friendly
2,2018-07-29,Charcoal Fabric ,"Really disappointed Alexa has to be plug-in to wall socket all the time.  My fault for not checking this, but made the assumption that a company has technologically advanced as Amazon would sell this product with a rechargeable battery.  If I could return it, I would as my Apple music and boom speaker give me more flexibility the Alexa.",0,really disappointed alexa plug wall socket time fault checking made assumption company technologically advanced amazon would sell product rechargeable battery could return would apple music boom speaker give flexibility alexa
3,2018-07-29,Charcoal Fabric ,I don't think the &#34;2nd gen&#34; sounds as good as the 1st.  But it does have an aux out... so you could add an external speaker.  But if you are going to do that why wouldn't you just get a dot?  2nd issue is (which isn't unique to this unit but I don't understand why I can't override the default that prevents you from playing a blue tooth speaker while playing through a &#34;group&#34;.  I get there is a delay when using a BT speaker.  But if the other units are not where they can be heard then I should be able to play as a group while using the BT speaker.,1,n't think nd gen sounds good st aux could add external speaker going would n't get dot nd issue n't unique unit n't understand ca n't override default prevents playing blue tooth speaker playing group get delay using bt speaker units heard able play group using bt speaker
5,2018-07-29,Charcoal Fabric ,Everything,1,everything
